timestamp_utc,timestamp_unix_s,left_ft_force,right_ft_force,max_ft_force
2026-04-12T05:45:18.156805+00:00,1775972718.156805,-9.906437,-0.000016,-0.000016
2026-04-12T05:45:18.224504+00:00,1775972718.224504,-9.819103,-0.000000,-0.000000
2026-04-12T05:45:18.288856+00:00,1775972718.288856,-9.795974,0.000003,0.000003
2026-04-12T05:45:18.357300+00:00,1775972718.357300,-9.793806,0.000003,0.000003
2026-04-12T05:45:18.427859+00:00,1775972718.427859,-9.712012,0.000017,0.000017
2026-04-12T05:45:18.504569+00:00,1775972718.504569,-9.799941,0.000002,0.000002
2026-04-12T05:45:18.602936+00:00,1775972718.602936,-9.826384,-0.387023,-0.387023
2026-04-12T05:45:18.669507+00:00,1775972718.669507,-9.828683,-2.728612,-2.728612
2026-04-12T05:45:18.744962+00:00,1775972718.744962,-9.777773,-2.323946,-2.323946
2026-04-12T05:45:18.809689+00:00,1775972718.809689,-9.828271,-2.318549,-2.318549
2026-04-12T05:45:18.876691+00:00,1775972718.876691,-9.828474,-2.382750,-2.382750
2026-04-12T05:45:18.986211+00:00,1775972718.986211,-9.830016,-2.456188,-2.456188
2026-04-12T05:45:19.053972+00:00,1775972719.053972,-9.828251,-2.487282,-2.487282
2026-04-12T05:45:19.120469+00:00,1775972719.120469,-9.825552,-2.497188,-2.497188
2026-04-12T05:45:19.186814+00:00,1775972719.186814,-9.809563,-2.514816,-2.514816
2026-04-12T05:45:19.253056+00:00,1775972719.253056,-9.806238,-2.540584,-2.540584
2026-04-12T05:45:19.317143+00:00,1775972719.317143,-9.810450,-2.521741,-2.521741
2026-04-12T05:45:19.382315+00:00,1775972719.382315,-9.809568,-2.548915,-2.548915
2026-04-12T05:45:19.449796+00:00,1775972719.449796,-9.809457,-2.540621,-2.540621
2026-04-12T05:45:19.526721+00:00,1775972719.526721,-9.808391,-2.544582,-2.544582
2026-04-12T05:45:19.593520+00:00,1775972719.593520,-9.808319,-2.545041,-2.545041
2026-04-12T05:45:19.662405+00:00,1775972719.662405,-9.788929,-5.519892,-5.519892
2026-04-12T05:45:19.737320+00:00,1775972719.737320,-9.857819,-8.870448,-8.870448
2026-04-12T05:45:19.811603+00:00,1775972719.811603,-9.784914,-8.560190,-8.560190
2026-04-12T05:45:19.881053+00:00,1775972719.881053,-9.832785,-8.708987,-8.708987
2026-04-12T05:45:19.954680+00:00,1775972719.954680,-9.806832,-8.681247,-8.681247
2026-04-12T05:45:20.057856+00:00,1775972720.057856,-9.806548,-8.660366,-8.660366
2026-04-12T05:45:20.129912+00:00,1775972720.129912,-9.808019,-8.656498,-8.656498
2026-04-12T05:45:20.199793+00:00,1775972720.199793,-9.808756,-8.662766,-8.662766
2026-04-12T05:45:20.272425+00:00,1775972720.272425,-9.809848,-8.676165,-8.676165
2026-04-12T05:45:20.341686+00:00,1775972720.341686,-9.860346,-8.682646,-8.682646
2026-04-12T05:45:20.435335+00:00,1775972720.435335,-9.711195,-8.589541,-8.589541
2026-04-12T05:45:20.506456+00:00,1775972720.506456,-9.803113,-8.601142,-8.601142
2026-04-12T05:45:20.588975+00:00,1775972720.588975,-9.825204,-8.600821,-8.600821
2026-04-12T05:45:20.656613+00:00,1775972720.656613,-9.824507,-8.599190,-8.599190
2026-04-12T05:45:20.728169+00:00,1775972720.728169,-9.813838,-8.605534,-8.605534
2026-04-12T05:45:20.804012+00:00,1775972720.804012,-9.815296,-8.625231,-8.625231
2026-04-12T05:45:20.894085+00:00,1775972720.894085,-9.813778,-8.640116,-8.640116
2026-04-12T05:45:20.966628+00:00,1775972720.966628,-9.812742,-8.654947,-8.654947
2026-04-12T05:45:21.037857+00:00,1775972721.037857,-9.858309,-8.649227,-8.649227
2026-04-12T05:45:21.107228+00:00,1775972721.107228,-9.852911,-8.560049,-8.560049
2026-04-12T05:45:21.195403+00:00,1775972721.195403,-9.787828,-8.575663,-8.575663
2026-04-12T05:45:21.285131+00:00,1775972721.285131,-9.705112,-8.573709,-8.573709
2026-04-12T05:45:21.356571+00:00,1775972721.356571,-9.793427,-8.577868,-8.577868
2026-04-12T05:45:21.429167+00:00,1775972721.429167,-9.819129,-8.574504,-8.574504
2026-04-12T05:45:21.496196+00:00,1775972721.496196,-9.911173,-8.580161,-8.580161
2026-04-12T05:45:21.561709+00:00,1775972721.561709,-9.816117,-8.576637,-8.576637
2026-04-12T05:45:21.627275+00:00,1775972721.627275,-9.797308,-8.578498,-8.578498
2026-04-12T05:45:21.699368+00:00,1775972721.699368,-9.795267,-8.579724,-8.579724
2026-04-12T05:45:21.777889+00:00,1775972721.777889,-9.797484,-8.580397,-8.580397
2026-04-12T05:45:21.849204+00:00,1775972721.849204,-9.800556,-8.580934,-8.580934
2026-04-12T05:45:21.928096+00:00,1775972721.928096,-9.803316,-8.581251,-8.581251
2026-04-12T05:45:22.006351+00:00,1775972722.006351,-9.805101,-8.581387,-8.581387
2026-04-12T05:45:22.079973+00:00,1775972722.079973,-9.806642,-8.581518,-8.581518
2026-04-12T05:45:22.162879+00:00,1775972722.162879,-9.807735,-8.581469,-8.581469
2026-04-12T05:45:22.233035+00:00,1775972722.233035,-9.808709,-8.581275,-8.581275
2026-04-12T05:45:22.300540+00:00,1775972722.300540,-9.809529,-8.580966,-8.580966
2026-04-12T05:45:22.367707+00:00,1775972722.367707,-9.809908,-8.580755,-8.580755
2026-04-12T05:45:22.436860+00:00,1775972722.436860,-9.810287,-8.580565,-8.580565
2026-04-12T05:45:22.503871+00:00,1775972722.503871,-9.810535,-8.579888,-8.579888
2026-04-12T05:45:22.573763+00:00,1775972722.573763,-9.810732,-8.579290,-8.579290
2026-04-12T05:45:22.646354+00:00,1775972722.646354,-9.810732,-8.578723,-8.578723
2026-04-12T05:45:22.711426+00:00,1775972722.711426,-9.811034,-8.578269,-8.578269
2026-04-12T05:45:22.792121+00:00,1775972722.792121,-9.810985,-8.577812,-8.577812
2026-04-12T05:45:22.859159+00:00,1775972722.859159,-9.810688,-8.577172,-8.577172
2026-04-12T05:45:22.924732+00:00,1775972722.924732,-9.810950,-8.576779,-8.576779
2026-04-12T05:45:22.990689+00:00,1775972722.990689,-9.810760,-8.576357,-8.576357
2026-04-12T05:45:23.058962+00:00,1775972723.058962,-9.810846,-8.576074,-8.576074
2026-04-12T05:45:23.128926+00:00,1775972723.128926,-9.810949,-8.575720,-8.575720
2026-04-12T05:45:23.201388+00:00,1775972723.201388,-9.810716,-8.575492,-8.575492
2026-04-12T05:45:23.273774+00:00,1775972723.273774,-9.810794,-8.575172,-8.575172
2026-04-12T05:45:23.350332+00:00,1775972723.350332,-9.810687,-8.574991,-8.574991
2026-04-12T05:45:23.414454+00:00,1775972723.414454,-9.810881,-8.574760,-8.574760
2026-04-12T05:45:23.486372+00:00,1775972723.486372,-9.810829,-8.574576,-8.574576
2026-04-12T05:45:23.561405+00:00,1775972723.561405,-9.810592,-8.574434,-8.574434
2026-04-12T05:45:23.635202+00:00,1775972723.635202,-9.810644,-8.574328,-8.574328
2026-04-12T05:45:23.706152+00:00,1775972723.706152,-9.810468,-8.574180,-8.574180
2026-04-12T05:45:23.778301+00:00,1775972723.778301,-9.810507,-8.574084,-8.574084
2026-04-12T05:45:23.847085+00:00,1775972723.847085,-9.810394,-8.574021,-8.574021
2026-04-12T05:45:23.917675+00:00,1775972723.917675,-16.422314,-8.605327,-8.605327
2026-04-12T05:45:23.984568+00:00,1775972723.984568,-9.785960,-8.577500,-8.577500
2026-04-12T05:45:24.049413+00:00,1775972724.049413,-8.864632,-8.578741,-8.578741
2026-04-12T05:45:24.118652+00:00,1775972724.118652,-8.869900,-8.582504,-8.582504
2026-04-12T05:45:24.187108+00:00,1775972724.187108,-9.006908,-14.347980,-9.006908
2026-04-12T05:45:24.297171+00:00,1775972724.297171,-9.143905,-14.347836,-9.143905
2026-04-12T05:45:24.366215+00:00,1775972724.366215,-2.775160,-14.342535,-2.775160
2026-04-12T05:45:24.434228+00:00,1775972724.434228,-9.356467,-14.359243,-9.356467
2026-04-12T05:45:24.498303+00:00,1775972724.498303,-10.327712,-14.355056,-10.327712
2026-04-12T05:45:24.566630+00:00,1775972724.566630,-10.401539,-14.348878,-10.401539
2026-04-12T05:45:24.634866+00:00,1775972724.634866,-10.332377,-14.345685,-10.332377
2026-04-12T05:45:24.721278+00:00,1775972724.721278,-10.251140,-14.344221,-10.251140
2026-04-12T05:45:24.787817+00:00,1775972724.787817,-10.178187,-14.343727,-10.178187
2026-04-12T05:45:24.854202+00:00,1775972724.854202,-16.693674,-14.352190,-14.352190
2026-04-12T05:45:24.924641+00:00,1775972724.924641,-10.045001,-14.336199,-10.045001
2026-04-12T05:45:24.993716+00:00,1775972724.993716,-16.187098,-14.333076,-14.333076
2026-04-12T05:45:25.065191+00:00,1775972725.065191,-8.945542,-14.344995,-8.945542
2026-04-12T05:45:25.131942+00:00,1775972725.131942,-8.174366,-14.346026,-8.174366
2026-04-12T05:45:25.200568+00:00,1775972725.200568,-8.293578,-14.350039,-8.293578
2026-04-12T05:45:25.287347+00:00,1775972725.287347,-8.535493,-14.350489,-8.535493
2026-04-12T05:45:25.356301+00:00,1775972725.356301,-8.757684,-14.350387,-8.757684
2026-04-12T05:45:25.425305+00:00,1775972725.425305,-8.943109,-14.350146,-8.943109
2026-04-12T05:45:25.487126+00:00,1775972725.487126,-9.095063,-14.350043,-9.095063
2026-04-12T05:45:25.550622+00:00,1775972725.550622,-9.218352,-14.349772,-9.218352
2026-04-12T05:45:25.617948+00:00,1775972725.617948,-9.319232,-14.349484,-9.319232
2026-04-12T05:45:25.682846+00:00,1775972725.682846,-9.401881,-14.349419,-9.401881
2026-04-12T05:45:25.748129+00:00,1775972725.748129,-9.469169,-14.349302,-9.469169
2026-04-12T05:45:25.820757+00:00,1775972725.820757,-9.524816,-14.349085,-9.524816
2026-04-12T05:45:25.893342+00:00,1775972725.893342,-9.570020,-14.349084,-9.570020
2026-04-12T05:45:25.965433+00:00,1775972725.965433,-9.607982,-14.349030,-9.607982
2026-04-12T05:45:26.035486+00:00,1775972726.035486,-9.639054,-14.349002,-9.639054
2026-04-12T05:45:26.115532+00:00,1775972726.115532,-9.664935,-14.348962,-9.664935
2026-04-12T05:45:26.186949+00:00,1775972726.186949,-9.686401,-14.348809,-9.686401
2026-04-12T05:45:26.254983+00:00,1775972726.254983,-9.704449,-14.348672,-9.704449
2026-04-12T05:45:26.331919+00:00,1775972726.331919,-9.719212,-14.348799,-9.719212
2026-04-12T05:45:26.400708+00:00,1775972726.400708,-23.159838,-14.468149,-14.468149
2026-04-12T05:45:26.475210+00:00,1775972726.475210,-19.789280,-14.322058,-14.322058
2026-04-12T05:45:26.542897+00:00,1775972726.542897,-8.285660,-14.265438,-8.285660
2026-04-12T05:45:26.610660+00:00,1775972726.610660,-17.981052,-14.248167,-14.248167
2026-04-12T05:45:26.675997+00:00,1775972726.675997,-10.134374,-14.282430,-10.134374
2026-04-12T05:45:26.746931+00:00,1775972726.746931,-7.731618,-13.219309,-7.731618
2026-04-12T05:45:26.830916+00:00,1775972726.830916,-10.567362,-13.072296,-10.567362
2026-04-12T05:45:26.901699+00:00,1775972726.901699,-5.812800,-14.219934,-5.812800
2026-04-12T05:45:26.973735+00:00,1775972726.973735,-7.835413,-14.093825,-7.835413
2026-04-12T05:45:27.047044+00:00,1775972727.047044,-7.295913,-13.941492,-7.295913
2026-04-12T05:45:27.116389+00:00,1775972727.116389,-9.791708,-14.491778,-9.791708
2026-04-12T05:45:27.184518+00:00,1775972727.184518,-11.045705,-14.582455,-11.045705
2026-04-12T05:45:27.262661+00:00,1775972727.262661,-9.399973,-14.113819,-9.399973
2026-04-12T05:45:27.336607+00:00,1775972727.336607,-10.061866,-14.442090,-10.061866
2026-04-12T05:45:27.401409+00:00,1775972727.401409,-10.335165,-14.330716,-10.335165
2026-04-12T05:45:27.473084+00:00,1775972727.473084,-10.966542,-14.491690,-10.966542
2026-04-12T05:45:27.546169+00:00,1775972727.546169,-11.439589,-14.460889,-11.439589
2026-04-12T05:45:27.612058+00:00,1775972727.612058,-11.471602,-14.429891,-11.471602
2026-04-12T05:45:27.689133+00:00,1775972727.689133,-11.300229,-14.406266,-11.300229
2026-04-12T05:45:27.762338+00:00,1775972727.762338,-11.083242,-14.390135,-11.083242
2026-04-12T05:45:27.836603+00:00,1775972727.836603,-11.953243,-14.294157,-11.953243
2026-04-12T05:45:27.910253+00:00,1775972727.910253,-10.557963,-14.456906,-10.557963
2026-04-12T05:45:27.979119+00:00,1775972727.979119,-9.857267,-14.384903,-9.857267
2026-04-12T05:45:28.046596+00:00,1775972728.046596,-10.152978,-14.365409,-10.152978
